,input,category,target_scores
106,New arrivals Jokvie Cycling Eyewear Outdoor Bicycle Glasses Polarized Anti-Explosion Sunglasses Fish Hiking Running Glasses,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Model Number': {'n/a': 1}}"
107,New Adults Double Lens Ski Goggles Anti-fog Skiing Goggles Snow Snowboard Protective Glasses Eyewear drop shipping,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Optical Attribute': {'-': 1}}"
108,2018 4 Lens TR90 Ski Goggles Polarized Cycling Sunglasses  Men Sport Road Mtb Mountain Bike Glasses Riding Eyewear UV400 Myopia,Eyewear,"{'Frame Material': {'TR90': 1}, 'Lenses Optical Attribute': {'Polarized': 1}, 'Sport Type': {'Cycling': 1}}"
109,1PC Bike Cycling Sunglasses Fishing Eyewears Driving Riding Anti-UV Sunglasses Safety Glasses Outdoor Sports Eyewear PJ4,Eyewear,"{'Lenses Material': {'Glass': 1}, 'Sport Type': {'Cycling': 1}}"
110,ROCKBROS Men Women Ski Goggles Winter Sport Double Layers Anti-Fog Glasses Snow Skiing UV400 Eyewear Snowboard PC Lens Big Mask ,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Brand Name': {'ROCKBROS': 1}, 'Lenses Optical Attribute': {'Skiing': 1}}"
111,BOLLFO Unisex Anti-fog Skiing Goggles UV Protection Wide Vision Skiing Eyewears for adults outdoor sports 4 Colors,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Unisex': 1}, 'Lenses Optical Attribute': {'UV Protection': 1}}"
112,WoSporT Outdoor Skiing Snowboard Men Women Anti-fog Double Goggles Windproof Dustproof Glasses Ski Sunglasses Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Brand Name': {'WoSporT': 1}}"
113,POLISI Professional Skiing Snow Goggle Double Layer Anti-Fog Orange Lens Skateboard Glasses UV Protection Ski Snowboard Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'n/a': 1}, 'Brand Name': {'POLISI': 1}}"
114,POLISI Winter Skiing Snowboard Eyewear Replaceable 2 Lenses Anti-Fog Goggles Men Women UV400 Snowmobile Ski Skate Snow Glasses,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}, 'Brand Name': {'POLISI': 1}, 'Lenses Optical Attribute': {'UV400': 1}}"
115,Protection EVA Eyewear Case Large Snow Skiing Goggles Box Shockproof Bag,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Model Number': {'n/a': 1}}"
116,NEWBOLER 6 Lens Cycling Sunglasses Polarized Outdoor Sports Bicycle Bike Sun Glasses PC Goggles Eyewear Bicycle Accessory,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Lenses Optical Attribute': {'Polarized': 1}, 'Brand Name': {'NEWBOLER': 1}, 'Frame Material': {'PC': 1}}"
117,3 Lenses Unisex UV400 Polarized Cycling Eyewear MTB Bike Bicycle Racing Windproof Goggles Outdoor Sport Glasses Sunglasses C0020,Eyewear,"{'Gender': {'Unisex': 1}, 'Model Number': {'C0020': 1}, 'Sport Type': {'Cycling': 1}}"
118,SAENSHING Snowboard Goggles Winter Ski Glasses Double Lens Skiing Motocross Outdoor Anti-fog Snow Googles Snowboarding Eyewear ,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Frame Material': {'n/a': 1}, 'Model Number': {'Snowboard Goggles': 1}, 'Type': {'Snowboard Goggles': 1, 'Ski Glasses': 1, 'Snow Googles': 1}}"
119,LongKeeper Retro Cycling Sunglasses Mens Night Vision Polarized Sunglasses Outdoor Biking Goggles Sports Eyewear Sun Glasses 104,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Frame Color': {'n/a': 1}, 'Gender': {'Men': 1}, 'Lenses Optical Attribute': {'Polarized': 1}}"
120,2018 UV400 Cycling Eyewear Bike Bicycle Sports Glasses Hiking Men Motorcycle Sunglasses Reflective Explosion-proof Goggles,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Lens Width': {'n/a': 1}, 'Lenses Optical Attribute': {'UV400': 1}}"
121,VICTGOAL Polarized Cycling Glasses Unisex TR90 Bicycle Sunglasses Outdoor Sport MTB Fishing Running Cycling Bike Eyewear 5 Lens ,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Lenses Optical Attribute': {'Polarized': 1}, 'Function': {'Cycling Glasses': 1, 'Bike Eyewear': 1}}"
122,Gurensye UV400 Cycling Glasses Men Women MTB Bike Eyewear Bicycle Glasses Outdoor Sports Bike Sunglasses Goggles Oculos Cclismo,Eyewear,"{'Brand Name': {'Gurensye': 1}, 'Sport Type': {'Cycling': 1}}"
123,For Dropship!! Cycling Eyewear Glasses Bike Goggles for Outdoor Sports Sunglasses Big Lens Spectacles Sunglasses Oculos Ciclismo,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Lenses Optical Attribute': {'n/a': 1}}"
124,Muti-color Men Summer Sports Glasses Anti-impact Eyewear  Basketball Football Anti-collision Eye  Protector Goggles Bike Glasses,Eyewear,"{'Frame Color': {'n/a': 1}, 'Lenses Material': {'n/a': 1}}"
125,WoSporT Winter Snow Sports Skiing Snowboard Snowmobile Anti-fog Goggles Windproof Glasses UV400 Skate Ski Sunglasses Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Brand Name': {'WoSporT': 1}, 'Lenses Optical Attribute': {'UV400': 1}}"
126,Time-limited Multi Acetate Gafas Ciclismo New Ski Uv400 Goggles Big Mask Anti-wind Skiing Eyewear Women Snow Snowboard ,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Color': {'Multi': 1}, 'Gender': {'Women': 1}, 'Frame Material': {'Acetate': 1}, 'Frame Color': {'Multi': 1}, 'Model Number': {'Skiing Eyewear': 1}}"
127,KUTOOK Ski Goggles Double Lens Anti-fog UV Protection For Men Women Windproof Glasses Eyewear Skiing Snow Snowboard Goggles,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}, 'Brand Name': {'KUTOOK': 1}, 'Lenses Material': {'n/a': 1}}"
128,WOLFBIKE Outdoor Windproof Glasses Ski Goggles Snowboarding Skate Goggles Anti-fog Snow Skiing Sun Glasses Eyewear 4 Color,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Color': {'n/a': 1}, 'Name': {'Ski Goggles': 1}}"
129,New Ski Goggles with Removeable Lens UV400 Protection Anti-fog Snowboarding Snow Goggles Skiing Eyewear for Men &amp; Women Adults,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}}"
130,Brand 3 Lens Man Woman JBR  Bike Cycling Sunglasses Sport Outdoor Goggles ciclismo Bicycle Cycling Eyewear Cycling glasses,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Model Number': {'n/a': 1}, 'Style': {'Cycling Sunglasses': 1}}"
131,by dhl 100pcs Ski Eyewear Snow Goggles Dustproof Anti Fog Skiing Sunglasses Windproof Protection Brand New Outdoor Sports Lens,Eyewear,"{'Gender': {'n/a': 1}, 'Sport Type': {'Skiing': 1}}"
132,POLISI Professional Ski Goggles Double Layer Lens Anti-Fog UV Protection Skiing Eyewear Winter Snowboard Snow Glasses,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Frame Material': {'n/a': 1}, 'Brand Name': {'POLISI': 1}}"
133,FMA New Tactical Glasses Regulator Goggle  Eyewear Protection Regulator Fan Version Goggle Anti-Dust Ski Glasses,Eyewear,"{'Lenses Color': {'n/a': 1}, 'Lens Width': {'n/a': 1}, 'Style': {'n/a': 1}}"
134,Ski Goggles Men Women Snowboard Goggles Big Ski Mask Snow Glasses Skiing Double Lens UV400 Anti-Fog Multi Acetate Snow Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Color': {'Multi': 1}, 'Frame Material': {'Acetate': 1}, 'Gender': {'Men': 1}, 'Frame Color': {'Multi': 1}}"
135,Anyfashion women ski goggles Colorful UV400 anti-fog skiing glasses  men snowboard Snow Eyewear snowmobile goggles,Eyewear,"{'Frame Material': {'n/a': 1}, 'Brand Name': {'Anyfashion': 1}, 'Lenses Optical Attribute': {'UV400': 1}}"
136,UV400 Motorcycle Goggles Wind Resistance Bike Riding Hiking Elastic Strap Sunglasses Outdoor Sports Protection Eyewear,Eyewear,"{'Lenses Material': {'n/a': 1}, 'Lenses Optical Attribute': {'UV400': 1}, 'Model Number': {'n/a': 1}}"
137,Enkeeo Bendable Ski Cycling Motorcycle Eyewear Windproof Anti-Fog Goggles Riding Helmet Compatible Glasses Workplace Eye Protect,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Brand Name': {'Enkeeo': 1}}"
138,Men Women Cool Skiing Glasses Outdoor Sports Driving Fishing Night Vision Polarized UV Protection Hiking Men Eyewear Goggles NEW,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Optical Attribute': {'UV': 1}, 'Gender': {'Men': 1}}"
139,ROCKBROS Ski Goggles Double Lenes Anti-Fog Snowboard Glasses Eyewear PC Lens Goggles Snowboarding Women Men UV400 Glasses,Eyewear,"{'Brand Name': {'ROCKBROS': 1}, 'Lens Width': {'n/a': 1}}"
140,Colorful Outdoor Skiing Eyewear Plastic Frame Polarized Glasses Goggles Sunglasses Sport Camping Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Color': {'n/a': 1}, 'Lenses Material': {'Plastic': 1}, 'Model Number': {'Sunglasses': 1}}"
141,Polisi Men Women Ski Snowboard Goggles Double Layer Anti-fog Lens Snowmobile Skate Glasses Polarized Winter Snow Skiing Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}, 'Lens Height': {'n/a': 1}}"
142,5 Lens Brand JBR Polarized Cycling Sunglasses Men Outdoor Sport Bike Glasses Bicycle Sunglasses Cycling Glasses Cycling Eyewear,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Model Number': {'JBR': 1}}"
143,J18 Free Sipping Brand Ski Goggles Available Men Women Snowboard Glasses Mask Snowmobile Ski Helmet Mate Fast Moto Bike Eyewear,Eyewear,"{'Gender': {'Women': 1}, 'Feature': {'n/a': 1}}"
144,Windproof Skiing Eyewear UV400 Glasses Goggles Sports Eyewear Anti Fog Snow Snowmobile Snowboard,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Optical Attribute': {'UV400': 1}}"
145,Eyewear UV 400 Protective Goggles Sunglasses Sports Motocycle Cycling Riding Running 4 Colors Suit Anti-Glare Polaroid Glasses,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Lenses Optical Attribute': {'n/a': 1}}"
146,UV400 Ski Goggles Anti-fog Skiing Goggles Men Women Snowboard Glasses SnowmobileSki Mask Glasses Winter Snow Sports Eyewears,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}, 'Frame Material': {'n/a': 1}, 'Feature': {'Skiing Goggles': 1, 'Ski Goggles': 1, 'n/a': 1, 'Ski Mask': 1}}"
147,Balight 1 Pcs Adults Professional Ski Goggles Double Anti-Fog Mask Glasses Unisex Skiing Snow Snowboard Goggles Skiing Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Brand Name': {'Balight': 1}, 'Model Number': {'Skiing Eyewear': 1}}"
148,iguardor Children Silicone Polarized Cycling Sun Glasses Sportswear Goggles Anti-radiation Eyewear for Outdoor Activity Ciclismo,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Brand Name': {'iguardor': 1}, 'Lenses Material': {'Glass': 1}}"
149,New 2018 Skiing Eyewear Ski Glasses Goggles 15 Colors Available Snowboard Goggles Men Women Snow Glasses Ski Googles ,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}}"
150,Men Women 2018 New Brand Designer Cycling Glasses Bike Bicycle Goggles Sport Cycling Sunglasses Outdoor Cycling Eyewear,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Gender': {'Men': 1}}"
151,Sky 2017 JBR UV 400 Outdoor Sports Cycling Glasses MTB/Road Bike Sunglasses Men/Women&#39;s Bicycle Eyewear Goggles Gafas Ciclismo,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Brand Name': {'n/a': 1}}"
152,Polarized Cycling Glasses 5 Lens/set Clear Bike Glasses Eyewear UV Proof Sport Sunglasses For Cylcling,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Lenses Optical Attribute': {'Polarized': 1}}"
153,2018 New Photochromic Cycling Glasses Polarized Bike Eyewear Sports Sunglasses MTB Bicycle Goggles Riding Fishing Myopia Frame,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Lenses Optical Attribute': {'n/a': 1}}"
154,ROBESBON Cycling Glasses Bike Goggles Outdoor Sports MTB Bicycle Sunglasses Glasses Eyewear Motorcycle Sunglasses,Eyewear,"{'Brand Name': {'ROBESBON': 1}, 'Sport Type': {'Cycling': 1}}"
155,2018 Cycling Square Polarized Yellow Night Vision Sunglasses Men Driving Bike Fishing Sports Bicycle Sun Glasses Male Eyewears,Eyewear,"{'Lenses Optical Attribute': {'Polarized': 1}, 'Sport Type': {'Cycling': 1}}"
156,Professional Ski Goggles Double Layer Sponge Lens Anti-Fog Unisex Men Women Outdoor Skiing Sport Snowboard Goggle Skiing Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}, 'Lenses Optical Attribute': {'Anti-Fog': 1}, 'Model Number': {'Skiing Eyewear': 1}}"
157,Ski Goggles Big Ski Mask Glasses Skiing Men Women Snow Snowboard Eyewear Anti-sand Windproof Breathable,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}}"
158,PHMAX 2018 TR90 Frame Cycling Sun Glasses Polarized 5 Lens MTB Bike Eyewear Bicycle Goggles Gafas de Ciclismo Cycling Sunglasses,Eyewear,"{'Brand Name': {'PHMAX': 1}, 'Lenses Optical Attribute': {'Polarized': 1}, 'Sport Type': {'Cycling': 1}}"
159,Polarized Cycling Sports Men Sunglasses Road Mountain Bike Bicycle galsses  MTB Riding Running Goggles Eyewear JBR FJ,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Eyewear Type': {'Sunglasses': 1}}"
160,Eyewear Snow Snowboarding Glasses snow/UV- Protection Multi-Color/ double anti-fog lens Snowboard Ski Goggle,Eyewear,"{'Frame Color': {'Multi': 1}, 'Lenses Color': {'Multi': 1}}"
161,POLISI Children Outdoor Ski Goggles Kids Anti-Fog Double Snowmobile Glasses Boys Girls Snowboard Skiing Protective Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Brand Name': {'POLISI': 1}, 'Gender': {'Boys': 1}}"
162,WoSporT Skiing Eyewear Mountaineering High Protection PC Lens Waterproof Anti Fog Eye Protection Ski Goggles For Outdoors Sports,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Material': {'n/a': 1}, 'Brand Name': {'WoSporT': 1}}"
163,Photochromic Cycling Eyewear Polarized Sport Glasses Bike Riding Fishing Hiking Outdoor Sunglasses Men Women Color Changing Suit,Eyewear,"{'Lenses Material': {'Glass': 1}, 'Sport Type': {'Cycling': 1}}"
164,ROBESBON Polarized Cycling Glasses MTB Bike Outdoor Sports Bicycle Sunglasses Goggles 5 Lenses Eyewear Occhiali Ciclismo,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Brand Name': {'ROBESBON': 1}, 'Lenses Optical Attribute': {'Polarized': 1}}"
165,Anti-slip Unisex Skiing Eyewear Anti-UV Double Layer Anti-fog Lens Skiing Goggles UV400 Spherical Cycling Sports Glasses ,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Optical Attribute': {'Anti-UV': 1}, 'Brand Name': {'n/a': 1}}"
166,POLISI Winter Men Women Snowmobile Eyewear Outdoor Ski Snow Goggles Double Layer Anti-Fog Lens Skiing Snowboard Glasses UV400,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Brand Name': {'POLISI': 1}, 'Gender': {'Men': 1}, 'Lenses Optical Attribute': {'UV400': 1}}"
167,ROCKBROS Men Women Polarized Cycling Glasses Fishing UV400 Sport Cycling Eyewear Ultralight Riding Bike Bicycle Sunglasses,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Brand Name': {'ROCKBROS': 1}, 'Lenses Optical Attribute': {'Polarized': 1}}"
168,WOSAWE Snowboard Goggles Dustproof Wind Protection Men Women Big Ski Glasses with Face Mask Gas Mask Skiing Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Brand Name': {'WOSAWE': 1}, 'Gender': {'Men': 1}}"
169,USA Send UV400 Anti-fog Ski Goggles unisex Double Lens Skiing Eyewear Snow Glasses Adult  Cycling Bike Goggles,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Model Number': {'Ski Goggles': 1}, 'Lenses Material': {'n/a': 1}}"
170,Cycling Glasses Men Bike Glasses women Sports Sunglasses UV400 Big Lens Cycling Sunglasses Eyewear Oculos Ciclismo Drop Shipping,Eyewear,"{'Lenses Optical Attribute': {'UV400': 1}, 'Model Number': {'n/a': 1}, 'Sport Type': {'Cycling': 1}}"
171,CoolChange Cycling Glasses Polarized Men Sunglasses Cycling Sunglasses Gafas Occhiali Bike Eyewear Len Cycling Glasses Bike Acce,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Lenses Optical Attribute': {'Polarized': 1}, 'Brand Name': {'CoolChange': 1}}"
172,Ski Goggles Eyewear Winter Snow Sports Riding Glasses Men Women Youth Multi-function Anti-Fog UV400 Skiing Skating Goggles   ,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}, 'Frame Color': {'Multi': 1}, 'Lenses Color': {'Multi': 1}, 'Lenses Optical Attribute': {'UV400': 1}}"
173,POLISI Men Women Skiing Skate Goggles Double Layer Anti-Fog Snow Glasses Winter Snowboard Ski Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}, 'Brand Name': {'POLISI': 1}}"
174,ZONEBIKE Windproof Glasses Ski Goggles Dustproof Snow Glasses Men Motocross Goggles Skiing Eyewear Gafas Para Nieve,Eyewear,"{'Brand Name': {'ZONEBIKE': 1}, 'Gender': {'Men': 1}, 'Lenses Material': {'n/a': 1}, 'Sport Type': {'Skiing': 1}, 'Feature': {'n/a': 1}}"
175,EYCI Polarized Cycling Bicycle Sunglasses Men Women UV400 Bicycle Goggles Bike Sun Glasses Sports Eyewear,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Lenses Optical Attribute': {'UV400': 1}, 'Brand Name': {'EYCI': 1}}"
176,Professional Ski Goggles UV400 Lens Anti-fog Spherical Skiing Glasses Men Women Winter Sport Protective Snowboard Skiing Eyewear,Eyewear,"{'Lenses Optical Attribute': {'n/a': 1}, 'Gender': {'Men': 1}, 'Model Number': {'Skiing Eyewear': 1}, 'Sport Type': {'Skiing': 1}}"
177,Siilenyond Photochromic Cycling Bicycle Bike Glasses Outdoor Sports MTB Bicycle Bike Sunglasses Goggles Bike Eyewear,Eyewear,"{'Frame Color': {'n/a': 1}, 'Sport Type': {'Cycling': 1}}"
178,Reedocks NEW 2.0 Vision 5 Lens Cycling Glasses Polarized Myopia Frame Sport Hiking Eyewear Riding Bicycle Bike UV400 Sunglasses,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Brand Name': {'Reedocks': 1}, 'Frame Material': {'n/a': 1}}"
179,100 speedcraft Base Outdoor Sports Bicycle Sunglasses bicicleta Gafas ciclismo Cycling Glasses Eyewear 2 lens UV400,Eyewear,"{'Lenses Material': {'n/a': 1}, 'Sport Type': {'Cycling': 1}, 'Eyewear Type': {'Sunglasses': 1}}"
180,POLISI UV400 Protective Skiing Eyewear Winter Ski Skate Snowboard Glasses Double Layer Anti-Fog Snowmobile Motocross Goggles,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Optical Attribute': {'UV400': 1}, 'Brand Name': {'POLISI': 1}}"
181,POLISI Double-layer lens Skiing Eyewear Winter Ski Glasses Snowboard Goggles UV Protection Anti-Fog Lens Gafas Motocross,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Material': {'n/a': 1}, 'Brand Name': {'POLISI': 1}}"
182,POLISI Men Women Ski Skiing Goggles UV Protection Snowboard Eyewear Double Layer Anti-Fog Yellow Lens Outdoor Snowmobile Glasses,Eyewear,"{'Lens Height': {'n/a': 1}, 'Gender': {'Men': 1}, 'Lenses Color': {'Yellow': 1}, 'Sport Type': {'Skiing': 1}, 'Brand Name': {'POLISI': 1}}"
183,Ski Glasses color Lens UV400 Anti-fog Ski Goggles Snow Skiing Snowboard Motocross Goggles Ski Masks  Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Brand Name': {'n/a': 1}}"
184,UV400 Outdoor Sports MenWomen Bike Cycling Sun Glasses Shade Eyewear Goggle Sunglasses Bicycle Driver 5 Lenses Glass Sunglass c3,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Frame Color': {'n/a': 1}}"
185,OBAOLAY Brand Polarized Cycling Eyewear Unisex Men and Women Bike Sunglasses 5Lens Eyewear for Bicycle Sport Fishing Eyewear,Eyewear,"{'Brand Name': {'OBAOLAY': 1}, 'Lenses Optical Attribute': {'Polarized': 1}, 'Lens Height': {'n/a': 1}, 'Gender': {'Unisex': 1}, 'Frame Color': {'n/a': 1}, 'Sport Type': {'Cycling': 1}}"
186,Naga siren CINALLI C-098 Photochromic Eyewear Sunglasses Cycling Racing Googles Protective TR90 Frame Polycarbonate Polarized,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Frame Color': {'n/a': 1}, 'Lenses Material': {'Polycarbonate': 1}, 'Brand Name': {'Naga siren': 1}}"
187,Nanda Brand Children Ski Goggles Mirror Double Lens UV400 Anti-fog Snow Skiing Glasses Mask For Girls Boys Winter Kids Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Lenses Optical Attribute': {'UV400': 1}, 'Lens Width': {'n/a': 1}}"
188,SKTOO 5 Lens Brand New Jaw Outdoor Sports Cycling Sunglasses Eyewear TR90 Men Women Bike Bicycle Cycling Glasses Goggles,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Brand Name': {'SKTOO': 1}}"
189,2018 Polarized Cycling Glasses Road MTB Bicycle Bike Fishing Sport Cycling Sunglasses Eyewear bicicleta Gafas ciclismo 4Lens,Eyewear,"{'Lenses Optical Attribute': {'n/a': 1}, 'Sport Type': {'Cycling': 1}}"
190,Holbrooker Version Sunglasses TR90 Frame Polarized Lens Full red Men Women Sports Sun Glasses Trend Eyeglasses Eyewear,Eyewear,"{'Lenses Optical Attribute': {'Polarized': 1}, 'Gender': {'Men': 1}, 'Eyewear Type': {'Sunglasses': 1}}"
191,Men Cycling Glasses UV Protection Driving Bicycle Riding HD Goggle Comfortable Sports Sunglasses Women Eyewear Oculos Ciclismo,Eyewear,"{'Lens Width': {'n/a': 1}, 'Frame Color': {'n/a': 1}, 'Sport Type': {'Cycling': 1}}"
192,ROCKBROS Cycling Glasses Anti-fog Bike Glasses Outdoor Sports MTB Bicycle Sunglasses Goggles Eyewear Myopia Frame Bike Equipment,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Brand Name': {'ROCKBROS': 1}}"
193,B1 UV400 Cycling GlassesMen Women Polarized Sport Road MTB Mountain Bike Bicycle Glasses Sunglasses Eyewear Goggles TR90 5 Lens,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Model Number': {'B1': 1}}"
194,Men Women Polarized Sunglasses Small Size Face Bicycle Sun Glasses Unique Frame Safe Cycling Outdoor Sports Goggles Eyewear,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Gender': {'Men': 1}}"
195,MELIFE Windproof Sport Eyewear Cycling Glasses Outdoor motocross Sunglasses snowboard Goggles Gifts ski googles double lens ,Eyewear,"{'Brand Name': {'MELIFE': 1}, 'Function': {'n/a': 1}}"
196,WOSAWE UV400 Cycling Glasses Outdoor Sports Bicycle Glasses Bike Sunglasses Men Women Gafas Bicicleta MTB Goggles Eyewear 1 LENS,Eyewear,"{'Gender': {'Men': 1}, 'Brand Name': {'WOSAWE': 1}, 'Sport Type': {'Cycling': 1}}"
197,ROCKBROS Men Women Photochromic Cycling Sunglasses UV400 Sport Glasses Bicycle Cycling Eyewear MTB Mountain Bike Goggles ,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Brand Name': {'ROCKBROS': 1}}"
198,Professional Ski Goggles Double Lens UV400 Anti-fog Big Ski Mask Glasses Adult Snowboard Skiing Glasses Men Women Snow Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Gender': {'Men': 1}}"
199,Skiing mask Spherical double lens uv400 anti-fog three sponge Adult snow Glasses for skiing Goggles men women snowboard Eyewear,Eyewear,"{'Sport Type': {'Skiing': 1}, 'Frame Color': {'n/a': 1}, 'Frame Material': {'n/a': 1}}"
200,POC 4 Lens Brand Cycling Sunglasses Men Women Goggles Cycling Glasses Sport Cycling Eyewear Gafas Ciclismo,Eyewear,"{'Sport Type': {'Cycling': 1}, 'Gender': {'Men': 1}, 'Frame Material': {'n/a': 1}}"
