category,key,value,frequency,context/filter
Shorts,Brand Name,Copiro,1,context
Shorts,Brand Name,MM MASMIG,2,context
Shorts,Brand Name,Ohyoung,2,context
Shorts,Brand Name,CALOFE,1,context
Shorts,Brand Name,FANNAI,3,filter
Shorts,Brand Name,Leevy,2,context
Shorts,Brand Name,B.BANG,2,context
Shorts,Brand Name,OUTAD,1,context
Shorts,Brand Name,ROCKBROS,1,context
Shorts,Brand Name,ZRCE,1,context
Shorts,Brand Name,FLYGAGa,1,context
Shorts,Brand Name,Nike,1,context
Shorts,Brand Name,EU,1,context
Shorts,Model Number,YEL5080,1,filter
Shorts,Model Number,JRDK035,1,context
Shorts,Model Number,BONJEAN,3,filter
Shorts,Model Number,Aurora Trees Running Shorts Landscape Forest Nature,1,context
Shorts,Model Number,YEL1004,1,context
Shorts,Model Number,YEL2046,1,context
Shorts,Model Number,Camouflage Yoga Shorts,1,context
Shorts,Model Number,165,1,context
Shorts,Model Number,Shorts,1,context
Shorts,Model Number,SP-T3604,1,context
Shorts,Model Number,Women Running Shorts,1,context
Shorts,Model Number,AKSN138,1,context
Shorts,Model Number,0,2,filter
Shorts,Model Number,JRDK019,1,context
Shorts,Model Number,JRDK016,1,context
Shorts,Model Number,JRDK041,1,context
Shorts,Model Number,Men&#39;s Fast Dry Sports Trainning Gym Running Shorts,1,context
Shorts,Model Number,CM01,1,context
Shorts,Model Number,JRDK052,1,context
Shorts,Model Number,JRDK015,1,context
Shorts,Model Number,YEL2032,1,context
Shorts,Model Number,Running Shorts Women,1,context
Shorts,Model Number,QMF9032,1,context
Shorts,Model Number,AKSN245,1,context
Shorts,Model Number,SP-173608,1,context
Shorts,Model Number,Compression Tight,1,filter
Shorts,Model Number,QMF9002,1,filter
Shorts,Model Number,JRDK047,1,filter
Shorts,Model Number,JRDK044,1,filter
Shorts,Model Number,Running Shorts,1,filter
Shorts,Model Number,1,2,filter
Shorts,Model Number,BR9125,1,filter
Shorts,Model Number,YEL1014,1,context
Shorts,Model Number,YEL2034,1,context
Shorts,Model Number,7016,1,context
Shorts,Model Number,Activewear Yoga Shorts,1,context
Shorts,Model Number,JRDK036,1,context
Shorts,Model Number,YEL1045,1,context
Shorts,Model Number,JRDK042,1,context
Shorts,Model Number,7034,1,context
Shorts,Model Number,BQ0927,1,context
Shorts,Model Number,884363-032,1,context
Shorts,Model Number,YEL2074,1,context
Shorts,Style,Leisure,4,filter
Shorts,Description,Men&#39;s Running Shorts,1,filter
Shorts,Description,Men Gasp Fitness Trousers Gay,1,filter
Shorts,Description,Sexy Mens Underwear,1,filter
Shorts,Description,Men Sweatpants Jogger,1,filter
Shorts,Pattern,Print,19,filter
Shorts,Pattern,Solid,11,filter
Shorts,Pattern,Camouflage,2,filter
Shorts,Pattern,Letter,1,filter
Shorts,Pattern,Patchwork,1,filter
Shorts,Material,Polyester,3,filter
Shorts,Material,Cotton,6,filter
Shorts,Material,Faux Leather,1,filter
Shorts,Feature,Tight Shorts,1,filter
Shorts,Feature,Butt Hip Enhancer,1,filter
Shorts,Feature,Fitness Shorts,1,filter
Shorts,Feature,Breathable,2,filter
Shorts,Color,Blue,1,filter
Shorts,Color,Colorful,1,filter
Shorts,Color,Black,1,filter
Shorts,Fabric Type,Jersey,5,filter
Guitar,Back / Side Material,Mahogany,24,filter
Guitar,Back / Side Material,Basswood,10,filter
Guitar,Back / Side Material,Spalted Maple Top,1,filter
Guitar,Back / Side Material,eye poplar,1,filter
Guitar,Back / Side Material,Maple,6,filter
Guitar,Back / Side Material,Acrylic,1,filter
Guitar,Back / Side Material,ASH,1,filter
Guitar,Back / Side Material,Plastic,1,filter
Guitar,Back / Side Material,Zebrawood,1,filter
Guitar,Body Material,solid spruce,1,filter
Guitar,Body Material,Mahogany,23,filter
Guitar,Body Material,Basswood,9,filter
Guitar,Body Material,Maple,6,filter
Guitar,Body Material,eye poplar,1,filter
Guitar,Body Material,Top Solid,1,filter
Guitar,Body Material,Solid Spruce,1,filter
Guitar,Body Material,Acrylic,1,filter
Guitar,Body Material,spruce,1,filter
Guitar,Body Material,Solid spruce,1,filter
Guitar,Body Material,ASH,1,context
Guitar,Body Material,Plastic,1,context
Guitar,Body Material,Zebrawood,1,context
Guitar,Fingerboard Material,Maple,9,filter
Guitar,Fingerboard Material,Rosewood,37,filter
Guitar,Fingerboard Material,Ebony,11,filter
Guitar,Fingerboard Material,Basswood,2,filter
Guitar,Fingerboard Material,Plastic,1,filter
Guitar,Bow Material,M,14,filter
Guitar,Bow Material,African Mahogany Okoume,1,filter
Guitar,Bow Material,Mahogany,5,filter
Guitar,Bow Material,N,1,filter
Guitar,Bow Material,Plastic,1,filter
Guitar,Tone Position,22,8,filter
Guitar,Tone Position,18,1,filter
Guitar,Tone Position,20,6,filter
Guitar,Tone Position,24,4,filter
Guitar,Tone Position,25,1,filter
Guitar,Model Number, SR-R-D45C,1,context
Guitar,Model Number,40-30,1,context
Guitar,Model Number,6120,3,filter
Guitar,Model Number,electric guitar,11,filter
Guitar,Model Number,Relic LP electric guitar,1,context
Guitar,Model Number,41-36,1,context
Guitar,Model Number,AGT18,1,context
Guitar,Model Number,40-16,1,context
Guitar,Model Number,41-33,1,context
Guitar,Model Number,GYPB-6019,1,context
Guitar,Model Number,AGT04,1,context
Guitar,Model Number,LP,11,filter
Guitar,Model Number,Electric Guitar DIY Kit Set,2,filter
Guitar,Model Number,Stratocaster,3,filter
Guitar,Model Number,CST17112602,1,context
Guitar,Model Number,ST,5,filter
Guitar,Model Number,Telecaster,3,filter
Guitar,Model Number,JAZZ Bass,2,context
Guitar,Model Number,Standard,2,filter
Guitar,Model Number,rosewood,1,context
Guitar,Model Number,5 String,1,context
Guitar,Model Number,41 inches,1,context
Guitar,Model Number,ACM-679,1,context
Guitar,Model Number,CST17102402,1,context
Guitar,Model Number,41-52,1,context
Guitar,Model Number,Jazzmaster,1,context
Guitar,Model Number,SG,2,context
Guitar,Model Number,LS067,1,context
Guitar,Model Number,CST18060801,1,context
Guitar,Model Number,GYLP-3066,1,context
Guitar,Model Number,GA-H60,1,context
Guitar,Model Number,J200,2,filter
Guitar,Model Number,40-29,1,context
Guitar,Model Number,38&quot; Acoustic Guitar,1,context
Guitar,Model Number,40-50,1,context
Guitar,Model Number,STRATOCASTER,1,context
Guitar,Model Number,Bass Guitar,1,context
Guitar,Model Number,ES,1,context
Guitar,Model Number,SR-ES-335E,1,context
Guitar,Model Number,SL2H,1,context
Guitar,Model Number,GYLP-3064,1,context
Guitar,Model Number,telecaster,1,context
Guitar,Model Number,stratocaster,1,context
Guitar,Model Number,ES175,1,context
Guitar,Model Number,41-48,1,context
Guitar,Model Number,LP standard,1,context
Guitar,Model Number,SR-ES-335B,1,context
Guitar,Model Number,GYPB-6018,1,context
Guitar,Model Number,K Style,1,context
Guitar,Model Number,Flying V,1,context
Guitar,Model Number,lp guitar,3,filter
Guitar,Model Number,Electric Guitar,1,context
Guitar,Model Number,BILLIE JOE,1,context
Guitar,Model Number,Modern,1,context
Guitar,Model Number,41-31,1,context
Guitar,Model Number,DG335,1,context
Guitar,Model Number,41-50,1,context
Guitar,Model Number,CST17061301,1,context
Guitar,Model Number,Ernie ball,1,context
Guitar,Model Number,CST16112503,1,context
Guitar,Model Number,lp,1,context
Guitar,Model Number,41-39,1,context
Guitar,Model Number,ES-335,1,context
Guitar,Model Number,41-49,1,context
Guitar,Model Number,guitar,1,context
Guitar,Model Number,Custom Zakk,1,context
Guitar,Model Number,GYST-1005,1,context
Guitar,Model Number,40-45,1,context
Guitar,Model Number,Wolfgang,1,context
Guitar,Model Number,Jazz Bass,1,context
Guitar,Model Number,st,1,context
Guitar,Model Number,Electric Bass Guitar,1,context
Guitar,Model Number,41-40,1,context
Guitar,Model Number,39-6-5,1,context
Guitar,Pickup,fishman,1,filter
Guitar,Pickup,Fishman,2,filter
Guitar,Pickup,EMG Pickups,1,filter
Guitar,Brand Name,Cnbald,7,filter
Guitar,Brand Name,firehawk,4,filter
Guitar,Brand Name,TSAI,1,filter
Guitar,Brand Name,Smiger,2,filter
Guitar,Brand Name,Human,1,filter
Guitar,Brand Name,ammoon,1,filter
Guitar,Brand Name,Yuker,1,filter
Guitar,Brand Name,FLEOR,1,filter
Guitar,Brand Name,Diduo,1,filter
Guitar,Brand Name,knowneer,1,filter
Guitar,Brand Name,Gwarem,1,context
Guitar,String Winder,Vintage,1,filter
Guitar,String Winder,Closed Knob,1,filter
Shirts,Sport Type,Basketball,206,filter
Shirts,Sport Type,Yoga,21,filter
Shirts,Sport Type,Soccer,6,filter
Shirts,Sport Type,Ice Hockey,13,filter
Shirts,Sport Type,Cycling,7,filter
Shirts,Gender,Men,155,filter
Shirts,Gender,Women,22,filter
Shirts,Gender,Boys,6,filter
Shirts,Material,Polyester,1,filter
Shirts,Material,Cotton,6,filter
Shirts,Fabric Type,Jersey,174,filter
Shirts,Fabric Type,Fleece,1,filter
Shirts,Brand Name,BONJEAN,43,filter
Shirts,Brand Name,Uncle GG,9,filter
Shirts,Brand Name,ROYALWAY,3,filter
Shirts,Brand Name,Dueweer,6,filter
Shirts,Brand Name,Dwayne,6,filter
Shirts,Brand Name,B.BANG,1,filter
Shirts,Brand Name,MSSNNG,4,filter
Shirts,Brand Name,Gefex,1,context
Shirts,Brand Name,AIFEIYIYI,1,context
Shirts,Brand Name,Iverson,2,filter
Shirts,Brand Name,VTURE,2,filter
Shirts,Brand Name,ESDY,1,context
Shirts,Brand Name,INDCOLTS,2,filter
Shirts,Brand Name,Throwback,1,context
Shirts,Brand Name,GLANE,1,context
Shirts,Model Number,BONJEAN,12,filter
Shirts,Model Number,MT19166,1,context
Shirts,Model Number,33,3,filter
Shirts,Model Number,RIM7066BS,1,context
Shirts,Model Number,Lucas Scott,1,context
Shirts,Model Number,Alien Monstars,1,context
Shirts,Model Number,Bryant,1,context
Shirts,Model Number,11 Kyrie Irving,2,context
Shirts,Model Number,Jerseys,5,filter
Shirts,Model Number,Steve Nash,1,context
Shirts,Model Number,Gary Payton Jersey,1,context
Shirts,Model Number,#22 Quincy McCall,1,context
Shirts,Model Number,Basketball Jerseys,6,filter
Shirts,Model Number,44 Pete Maravich,1,context
Shirts,Model Number,K0074,1,context
Shirts,Model Number,Semi Pro Flint Tropics,1,context
Shirts,Model Number,9,1,context
Shirts,Model Number,N,1,context
Shirts,Model Number,#33 Will Smith,1,context
Shirts,Model Number,41 Dirk Nowitzki,1,context
Shirts,Model Number,12,1,context
Shirts,Model Number,Wilt Chamberlain,1,context
Shirts,Model Number,25,1,context
Shirts,Model Number,2 Lonzo Ball,1,context
Shirts,Model Number,15,3,filter
Shirts,Model Number,34 Giannis Antetokounmpo,1,context
Shirts,Model Number,Jackie Moon,1,context
Shirts,Model Number,20,1,context
Shirts,Model Number,30,1,context
Shirts,Model Number,7 Toni Kukoc,1,context
Shirts,Model Number,13 James Harden,1,context
Shirts,Model Number,3 Dwyane Tyrone Wade,1,context
Shirts,Model Number,Pete Maravich,1,context
Shirts,Model Number,Dwyane Wade,1,context
Shirts,Model Number,Ben Simmons 20,1,context
Shirts,Model Number,23 LeBron James,2,filter
Shirts,Model Number,Arvydas Sabonis #15,1,context
Shirts,Model Number,20 Manu Ginobili,1,context
Shirts,Model Number,35 Kevin Durant,1,context
Shirts,Model Number,14,2,filter
Shirts,Model Number,Goran Dragic,1,context
Shirts,Model Number,0 Russell Westbrook,2,filter
Shirts,Model Number,Moses Malone,1,context
Shirts,Model Number,23 Lebron James,1,context
Shirts,Model Number,1/3,1,context
Shirts,Model Number,Will Smith Jersey,1,context
Shirts,Model Number,Charles Barkley,1,context
Shirts,Model Number,Space Jam,1,context
Shirts,Model Number,10 Demar DeRozan,1,context
Shirts,Model Number,11,1,context
Shirts,Model Number,Shaquille O&#39;neal Jersey,1,context
Shirts,Model Number,10,1,context
Shirts,Model Number,#15,1,context
Shirts,Model Number,K0073,1,context
Shirts,Model Number,34,2,filter
Shirts,Model Number,13 Wilt Chamberlain,1,context
Shirts,Model Number,3,1,context
Shirts,Model Number,30 Stephen Curry,1,context
Shirts,Model Number,#23 Barack Obama,1,context
Shirts,Model Number,22,1,context
Shirts,Model Number,96,1,context
Shirts,Model Number,2,1,context
Shirts,Model Number,11 Klay Thompson,1,context
Shirts,Model Number,Kobe Bryant,1,context
Shirts,Model Number,50 David Robinson,1,context
Shirts,Model Number,1,1,context
Shirts,Model Number,ARVYDAS SABONIS,1,context
Shirts,Model Number,7,1,context
Shirts,Model Number,Lew Alcindor Jr,1,context
Shirts,Model Number,Yoga Shirts,1,context
Shirts,Model Number,13 Paul George,1,context
Shirts,Model Number,Dwyane WADE,1,context
Shirts,Model Number,Aaliyah #19 Brick Layers,1,context
Shirts,Model Number,5 Sasha Danilovic,1,context
Shirts,Model Number,RIM7037CSlianmeng,1,context
Shirts,Model Number,A,1,context
Shirts,Model Number,42,1,context
Shirts,Model Number,Jack Hanson 16,1,context
Shirts,Model Number,15 Arvydas Sabonis,1,context
Shirts,Model Number,Kenny Tyler,1,context
Shirts,Model Number,Len Bias,1,context
Shirts,Model Number,3 Dwyane Wade,1,context
Shirts,Model Number,16,1,context
Shirts,Model Number,MT19160,1,context
Shirts,Model Number,24 Lauri Markkanen,1,context
Shirts,Model Number,6,2,filter
Shirts,Model Number, Donald Trump,1,context
Shirts,Model Number,RIM7101BS,1,context
Shirts,Model Number,Women Yoga Shirts Sexy Sports Breathable Yoga Tops,1,context
Shirts,Model Number,AHSN919,1,context
Shirts,Model Number,Markelle Fultz,1,context
Shirts,Model Number,One Tree Hill  Jersey,1,context
Shirts,Sleeve Length(cm),Short,17,filter
Shirts,Sleeve Length(cm),Sleeveless,15,filter
Shirts,Sleeve Length(cm),Full,2,filter
Shirts,Feature,Breathable,8,filter
Shirts,Feature,Quick Dry,2,filter
Shirts,Style,Hoodie,1,filter
Shirts,Style,Camouflage,1,filter
Shirts,Style,Throwback Hockey Jersey,1,filter
Shirts,Style,Retro,2,filter
Shirts,Color,Red,1,filter
Shirts,Color,Black,1,filter
Shirts,Color,Blue,1,filter
Shoes,Brand,Stride Rite,1,context
Shoes,Brand,Flojos,1,context
Shoes,Brand,Hush Puppies,3,context
Shoes,Brand,Aravon,1,context
Shoes,Brand,Franco Sarto,3,filter
Shoes,Brand,Spenco,1,context
Shoes,Brand,Camper,1,context
Shoes,Brand,Deer Stags,1,context
Shoes,Brand,Walking Cradles,1,context
Shoes,Brand,Pearl Izumi,1,context
Shoes,Brand,Ellie Shoes,6,filter
Shoes,Brand,Crocs,3,filter
Shoes,Brand,Saucony,1,context
Shoes,Brand,Diesel,7,filter
Shoes,Brand,Dockers,2,context
Shoes,Brand,Tamarac by Slippers International,1,context
Shoes,Brand,ROPER,1,context
Shoes,Brand,Volatile,2,context
Shoes,Brand,Kenneth Cole REACTION,1,context
Shoes,Brand,Pleaser,1,context
Shoes,Brand,Dr. Martens,2,context
Shoes,Brand,Stacy Adams,6,filter
Shoes,Brand,G.H. Bass & Co.,1,context
Shoes,Brand,Trotters,1,context
Shoes,Brand,New Balance,2,context
Shoes,Brand,Easy Street,1,context
Shoes,Brand,Miz Mooz,1,context
Shoes,Brand,Rockport,3,context
Shoes,Brand,Donald J Pliner,1,context
Shoes,Brand,Finn Comfort,2,context
Shoes,Brand,Osiris,2,context
Shoes,Brand,Nike,4,filter
Shoes,Brand,CL by Chinese Laundry,1,context
Shoes,Brand,Robeez Mini Shoez,1,context
Shoes,Brand,Vans,1,context
Shoes,Brand,Minnetonka,10,filter
Shoes,Brand,L.B. Evans,1,context
Shoes,Brand,Klogs USA,2,context
Shoes,Brand,Naturalizer,2,context
Shoes,Brand,Birkenstock,2,context
Shoes,Brand,Baby Deer,1,context
Shoes,Brand,J-41,1,context
Shoes,Brand,Timberland,1,context
Shoes,Brand,Florsheim,2,context
Shoes,Brand,Jessica Simpson,1,context
Shoes,Brand,Sandro Moscoloni,1,context
Shoes,Brand,Mephisto,1,context
Shoes,Brand,Fila,3,filter
Shoes,Brand,The Highest Heel,2,context
Shoes,Brand,Northside,1,context
Shoes,Brand,Gentle Souls by Kenneth Cole,2,context
Shoes,Brand,Dunham,3,filter
Shoes,Brand,Anne Klein,1,context
Shoes,Brand,Polo Ralph Lauren,2,context
Shoes,Brand,Onex,3,filter
Shoes,Brand,Sebago,1,context
Shoes,Brand,Spring Step,1,context
Shoes,Brand,Cole Haan,2,context
Shoes,Brand,SJP by Sarah Jessica Parker,1,context
Shoes,Brand,Drew Shoe,1,context
Shoes,Brand,Skechers,1,context
Shoes,Brand,Foamtreads,1,context
Shoes,Brand,Saucony Originals,1,context
Shoes,Brand,Ralph Lauren Layette,1,context
Shoes,Brand,Sperry,1,context
Shoes,Brand,La Plume,2,context
Shoes,Brand,EMU Australia,1,context
Shoes,Brand,Sanuk,2,context
Shoes,Brand,Eastland,2,context
Shoes,Brand,Earth,1,context
Shoes,Brand,Georgia,1,context
Shoes,Brand,Dr. Scholl's Shoes,1,context
Shoes,Brand,Michael Michael Kors MK,1,context
Shoes,Brand,Keds,1,context
Shoes,Brand,T.U.K.,1,context
Shoes,Brand,Ellie,1,context
Shoes,Brand,Yellow Box,2,context
Shoes,Brand,STACY ADAMS,1,context
Shoes,Brand,Calvin Klein,1,context
Shoes,Brand,Holy Land Market,1,context
Shoes,Brand,TOMS,1,context
Shoes,Age,Toddler,1,filter
Shoes,Age,3-6 Months,1,filter
Shoes,Age,Tod/YTH,1,filter
Shoes,Age,Infant,1,filter
Shoes,Age,Women's,1,filter
Shoes,Age,Infant/Toddler,1,filter
Shoes,Gender,Girl's,1,filter
Shoes,Gender,Women's,61,filter
Shoes,Gender,mens,1,filter
Shoes,Gender,Men's,58,filter
Shoes,Gender,Womens,2,filter
Shoes,Gender,Unisex,3,filter
Shoes,Gender,womens,3,filter
Shoes,Gender,Sneaker,1,filter
Shoes,Model name,SRT Emilia,1,context
Shoes,Model name,Fiesta,1,context
Shoes,Model name,Gil,1,context
Shoes,Model name,Jodi,1,context
Shoes,Model name,Nolan,2,filter
Shoes,Model name,Supreme,1,context
Shoes,Model name,Pelotas XL 18304,1,context
Shoes,Model name,Tribune Wingtip,1,context
Shoes,Model name,Natalie Classic,1,context
Shoes,Model name,X-Alp Low,1,context
Shoes,Model name,8401,1,context
Shoes,Model name,Jayna,1,context
Shoes,Model name,Kinvara 11,1,context
Shoes,Model name,Loop Nylon,1,context
Shoes,Model name,Castaway,1,context
Shoes,Model name,Handsewn,1,context
Shoes,Model name,Performance Slip On-m,1,context
Shoes,Model name,Cash,2,filter
Shoes,Model name,Punchual,1,context
Shoes,Model name,Domina-460,1,context
Shoes,Model name,1B60,1,context
Shoes,Model name,Catalina,1,context
Shoes,Model name,Eagle Loop,1,context
Shoes,Model name,Madison,3,filter
Shoes,Model name,Margie,1,context
Shoes,Model name,Lauren,1,context
Shoes,Model name,M587,1,context
Shoes,Model name,Drape Toast Slingback,1,context
Shoes,Model name,Panthea,1,context
Shoes,Model name,Classic,5,filter
Shoes,Model name,Honey -26,1,context
Shoes,Model name,Adana,1,context
Shoes,Model name,Duffel LP,1,context
Shoes,Model name,11989M,1,context
Shoes,Model name,Dunk High,1,context
Shoes,Model name,Pass On,2,filter
Shoes,Model name,Sonnet Vitello,1,context
Shoes,Model name,Scalloped Pop Flower,1,context
Shoes,Model name,Double Bottom Hardsole,1,context
Shoes,Model name,Mall Walker,1,context
Shoes,Model name,Shakespeare Circle,1,context
Shoes,Model name,Chicopee,1,context
Shoes,Model name,Deino,1,context
Shoes,Model name,Profi Birki,1,context
Shoes,Model name,2154,1,context
Shoes,Model name,105-saddle,1,context
Shoes,Model name,MW811,1,context
Shoes,Model name,711-STARLA,1,context
Shoes,Model name,652-bonnie,1,context
Shoes,Model name,Tahoe,1,context
Shoes,Model name,Radler Trail Camper,1,context
Shoes,Model name,Castellano Wingtip,1,context
Shoes,Model name,Calie,1,context
Shoes,Model name,Tampa,1,context
Shoes,Model name,Hurrikan,1,context
Shoes,Model name,Professional,1,context
Shoes,Model name,Exposure,1,context
Shoes,Model name,1461 W,1,context
Shoes,Model name,Raynor,2,filter
Shoes,Model name,Original,2,filter
Shoes,Model name,Air Huarache Run,1,context
Shoes,Model name,Milano,1,context
Shoes,Model name,Kissable,1,context
Shoes,Model name,Lincoln,1,context
Shoes,Model name,Bay Braid,2,filter
Shoes,Model name,Kilty Unbeaded,1,context
Shoes,Model name,Blair,1,context
Shoes,Model name,Fabulist,1,context
Shoes,Model name,World Tour Classic,1,context
Shoes,Model name,Conrad,1,context
Shoes,Model name,Christina,1,filter
Shoes,Model name,Bala,1,context
Shoes,Model name,Chino,1,context
Shoes,Model name,Gunnison Driver,1,context
Shoes,Model name,Runaway,1,context
Shoes,Model name,Fawn,1,context
Shoes,Model name,2051-014099,1,context
Shoes,Model name,Dora,1,context
Shoes,Model name,Templin,1,context
Shoes,Model name,Parties-Mate,1,context
Shoes,Model name,557-eden,1,context
Shoes,Model name,CODDELSN,1,context
Shoes,Model name,Bal Harbour,1,context
Shoes,Model name,Infinity,1,context
Shoes,Model name,Angelfish-W,1,context
Shoes,Model name,Paola,1,context
Shoes,Model name,Dusty,1,context
Shoes,Model name,Hometown Extra-M,1,context
Shoes,Model name,Stinger Lo,1,context
Shoes,Model name,Kadee Flat,1,context
Shoes,Model name,Shuffle,1,context
Shoes,Model name,Soft-T,2,filter
Shoes,Model name,Syracuse,1,context
Shoes,Model name,Battery Park,1,context
Shoes,Model name,Wild Trail,1,context
Shoes,Model name,Sail,1,context
Shoes,Model name,Vaughn,1,context
Shoes,Model name,Bali,1,context
Shoes,Model name,G6152,1,context
Shoes,Model name,Jen,1,context
Shoes,Model name,Jam Session,1,context
Shoes,Model name,Flex Kitten,1,context
Shoes,Model name,Bryn,1,context
Shoes,Model name,"Howland Penny, T.Moro Crocodile",1,context
Shoes,Model name,Chiba,1,context
Shoes,Model name,A8140,1,context
Shoes,Model name,Great Era-Pass On-00YC11PS048,1,context
Shoes,Model name,8500,1,context
Shoes,Model name,601-juliet,1,context
Shoes,Model name,Gabbie,1,context
Shoes,Model name,Shelly-s,1,context
Shoes,Model name,Nub Sole,1,context
Shoes,Model name,Heritage-M,1,context
Shoes,Model name,8400,1,context
Shoes,Model name,Corrado,1,context
Shoes,Model name,Epic Mary Jane,1,context
Shoes,Model name,Buck,1,context
Shoes,Model name,Merl Suede,1,context
Shoes,Model name,Bocca,1,context
Shoes,Model name,Jerusalem Style II,1,context
Shoes,Model name,Lennix-M,1,context
Shoes,Model name,Music,1,context
Shoes,Model name,001001B07-BLK,1,context
Shoes,Color,White,4,filter
Shoes,Color,Black,28,filter
